Oh, Our Lord and King;Alan Rose;1997;https://www.youtube.com/watch?v=LPGF1gyKScc&list=RDLPGF1gyKScc&start_radio=1;;;;;;;
Fear not;Phil Pringle;1987;https://www.youtube.com/watch?v=r5FuSv2ZPZw&list=RDr5FuSv2ZPZw&start_radio=1;;;;;;;
Jesus will uns baun zu einem Tempel;Ian Traynar, Gitta Leuschner;1979;https://www.youtube.com/watch?v=UXFNBEY0NK4&list=RDUXFNBEY0NK4&start_radio=1;;;;;;;
Heaven is a wonderful place;O. A. Lambert;1958;https://www.youtube.com/watch?v=ywhg95nwXGk&list=RDywhg95nwXGk&start_radio=1;;;;;;;
I lift my eyes up;Brian Doerksen;1990;https://www.youtube.com/watch?v=veXyN37AgMU&list=RDveXyN37AgMU&start_radio=1;;;;;;;
Men of Faith;Martin Smith, Delirious?;1995;https://www.youtube.com/watch?v=RNXZhU1FBKc&list=RDRNXZhU1FBKc&start_radio=1&t=1s;;;;;;;
Du bist der Höchste;Pete Sanchez;1977;https://www.youtube.com/watch?v=OiYtNNfAvgU&t=12s;;;;;;;
He will listen to you ;Mark Heard;1983;https://www.youtube.com/watch?v=wztvAxcmXrk&list=RDwztvAxcmXrk&start_radio=1;;;;;;;
In moments like these;David Graham;1980;https://www.youtube.com/watch?v=3Ae9VOx_HJc&list=RD3Ae9VOx_HJc&start_radio=1;;;;;;;
You laid aside your majesty;Noel Richards;1985;https://www.youtube.com/watch?v=oGhagX90L3I&list=RDoGhagX90L3I&start_radio=1;;;;;;;
Agnus Dei;Micheal W. Smith;1990;https://www.youtube.com/watch?v=K6yeaHNXsBs&list=RDK6yeaHNXsBs&start_radio=1;;;;;;;
Herr, ich komme zu dir;Albert Frey;1992;https://www.youtube.com/watch?v=-7pkoNWO4QM&list=RD-7pkoNWO4QM&start_radio=1;;;;;;;
You Reign;MercyMe;2008;https://www.youtube.com/watch?v=8BnyMzR18VM&list=RD8BnyMzR18VM&start_radio=1;;;;;;;
Everything Glorious;David*Crowder Band;2007;https://www.youtube.com/watch?v=81dK2Vu1IUs&list=RD81dK2Vu1IUs&start_radio=1;;;;;;;
He Reigns;Newsboys, Peter Furler, Steve Taylor;2003;https://www.youtube.com/watch?v=Y8R9ZPT2T-I;;;;;;;
I still believe;Jeremy Camp;2002;https://www.youtube.com/watch?v=1TlxxwyPMog&list=RD1TlxxwyPMog&start_radio=1;;;;;;;
Gnade und Wahrheit;Albert Frey;2004;https://www.youtube.com/watch?v=XjZYUuYOcD4&list=RDXjZYUuYOcD4&start_radio=1;;;;;;;
The Power of Your Love;Geoff Bullock;1996;https://www.youtube.com/watch?v=gcVGXB1ewC8&list=RDgcVGXB1ewC8&start_radio=1;;;;;;;
Du hast Erbarmen;Albert Frey;1993;https://www.youtube.com/watch?v=jxMbJCeeoms&list=RDjxMbJCeeoms&start_radio=1;;;;;;;
Geh unter der Gnade;Manfred Siebald;1987;https://www.youtube.com/watch?v=odidD9pv7l0&list=RDodidD9pv7l0&start_radio=1;;;;;;;
Shine, Jesus, Shine ;Graham Kendrick;1987;https://www.youtube.com/watch?v=_FuW20MYAK4&list=RD_FuW20MYAK4&start_radio=1;;;;;;;
Das dein Wort in meinem Herzen;Jörg Swoboda, Theo Lehmann;1986;https://www.youtube.com/watch?v=4txmww-swQM&list=RD4txmww-swQM&start_radio=1;;;;;;;
Ich will dir danken (Gott mein Herr);Jürgen Werth;1982;https://www.youtube.com/watch?v=i08vy1f43yo&list=RDi08vy1f43yo&start_radio=1;;;;;;;
Groß und wunderbar;Stuart Dauermann, Gitta Leuschner;1985;https://www.youtube.com/watch?v=sG8sbHAjjj4&list=RDsG8sbHAjjj4&start_radio=1;;;;;;;
We must believe ;Leon Patillo;1988;https://www.youtube.com/watch?v=iCeEM_SodDI&list=RDiCeEM_SodDI&start_radio=1;;;;;;;
Humble thyself;Bob Hudson;1978;https://www.youtube.com/watch?v=hh3msvFU0Ws&list=RDhh3msvFU0Ws&start_radio=1;;;;;;;
Ich will einziehn in sein Tor;Leona von Brethorst, Gitta Leuschner;1977;https://www.youtube.com/watch?v=rV0i20s2TRo&list=RDrV0i20s2TRo&start_radio=1;;;;;;;
Because He Lives;Gloria Gaither, William J. Gaither;1971;https://www.youtube.com/watch?v=tYvTf4sNE4g&list=RDtYvTf4sNE4g&start_radio=1;;;;;;;
My Tribute;Andraé Crouch;1971;https://www.youtube.com/watch?v=nUfrtIl3zkE&list=RDnUfrtIl3zkE&start_radio=1;;;;;;;
Seek Ye First;Karen Lafferty;1972;https://www.youtube.com/watch?v=JInofnk7OX0&list=RDJInofnk7OX0&start_radio=1;;;;;;;
I'm Yours;Jamie Owen-Collins;1981;https://www.youtube.com/watch?v=UMVUWB2lcGM&list=RDUMVUWB2lcGM&start_radio=1;;;;;;;
Soldier of the Light;Andrus, Blackwood & Company;1981;https://www.youtube.com/watch?v=l427RVmM-Vg&t=26s;;;;;;;
Gott lädt uns ein zu seinem Fest;Manfred Siebald;1976;https://www.youtube.com/watch?v=TyOJYYzoBac&list=RDTyOJYYzoBac&start_radio=1;;;;;;;
Song Of Joy;The Way;1973;https://www.youtube.com/watch?v=OfKYfPglKDY&list=RDOfKYfPglKDY&start_radio=1;;;;;;;
Ich suche dich von ganzem Herzen;Wetzlarer Mädchenchor;1973;https://www.youtube.com/results?search_query=Ich+suche+dich+von+ganzem+Herzen+wetzlarer+m%C3%A4dchenchor;;;;;;;
Love Love Love;Strawberry Milkshake Drumsticks;2018;;;;;;;;
After the Music fades;;;;;;;;;;
Awakening;;;;;;;;;;
Befreit durch deine Gnade;;;;;;;;;;
Better is one day;;;;;;;;;;
Bis ans ende dieser Welt;;;;;;;;;;
Create in me a clean heart;;;;;;;;;;
Danke sagen;;;;;;;;;;
Danke ;Albert Frey;;;;;;;;;
Darum jubel ich dir zu;;;;;;;;;;
Das glaube ich;;;;;;;;;;
Dein ist die Herrschaft;;;;;;;;;;
Deine Liebe trägt mich;;;;;;;;;;
